orig_path,species,family
/networks/mangal/weighted/5149.csv,erigeron_speciosus,NA
/networks/mangal/weighted/5149.csv,heliomeris_multiflora,NA
/networks/mangal/weighted/5149.csv,heterotheca_villosa,NA
/networks/mangal/weighted/5149.csv,arenaria_congesta,NA
/networks/mangal/weighted/5149.csv,campanula_rotundifolia,NA
/networks/mangal/weighted/5149.csv,senecio_serra,NA
/networks/mangal/weighted/5149.csv,potentilla_hippiana,NA
/networks/mangal/weighted/5148.csv,NA,NA
/networks/mangal/weighted/5148.csv,NA,NA
/networks/mangal/weighted/5148.csv,NA,NA
/networks/mangal/weighted/5148.csv,NA,NA
/networks/mangal/weighted/5148.csv,NA,NA
/networks/mangal/weighted/5148.csv,NA,NA
/networks/mangal/weighted/5148.csv,NA,NA
/networks/mangal/weighted/5148.csv,NA,NA
/networks/mangal/weighted/5148.csv,NA,NA
/networks/mangal/weighted/5148.csv,NA,NA
/networks/mangal/weighted/5174.csv,NA,NA
/networks/mangal/weighted/5174.csv,NA,NA
/networks/mangal/weighted/5174.csv,NA,NA
/networks/mangal/weighted/5174.csv,NA,NA
/networks/mangal/weighted/5174.csv,NA,NA
/networks/mangal/weighted/5174.csv,NA,NA
/networks/mangal/weighted/5174.csv,NA,NA
/networks/mangal/weighted/5160.csv,NA,NA
/networks/mangal/weighted/5160.csv,NA,NA
/networks/mangal/weighted/5160.csv,NA,NA
/networks/mangal/weighted/5160.csv,NA,NA
/networks/mangal/weighted/5160.csv,NA,NA
/networks/mangal/weighted/5200.csv,NA,NA
/networks/mangal/weighted/5200.csv,NA,NA
/networks/mangal/weighted/5200.csv,NA,NA
/networks/mangal/weighted/928.csv,NA,NA
/networks/mangal/weighted/5016.csv,NA,NA
/networks/mangal/weighted/5016.csv,NA,NA
/networks/mangal/weighted/5016.csv,NA,NA
/networks/mangal/weighted/5189.csv,NA,NA
/networks/mangal/weighted/5189.csv,NA,NA
/networks/mangal/weighted/5189.csv,NA,NA
/networks/mangal/weighted/5189.csv,NA,NA
/networks/mangal/weighted/5189.csv,NA,NA
/networks/mangal/weighted/5189.csv,NA,NA
/networks/mangal/weighted/5176.csv,NA,NA
/networks/mangal/weighted/5176.csv,delphinium_nuttallianum,NA
/networks/mangal/weighted/5176.csv,NA,NA
/networks/mangal/weighted/5176.csv,NA,NA
/networks/mangal/weighted/5176.csv,androsace_septentrionalis,NA
/networks/mangal/weighted/5162.csv,NA,NA
/networks/mangal/weighted/5162.csv,NA,NA
/networks/mangal/weighted/5162.csv,NA,NA
/networks/mangal/weighted/5162.csv,NA,NA
/networks/mangal/weighted/5162.csv,NA,NA
/networks/mangal/weighted/5162.csv,NA,NA
/networks/mangal/weighted/5163.csv,NA,NA
/networks/mangal/weighted/5163.csv,NA,NA
/networks/mangal/weighted/5163.csv,NA,NA
/networks/mangal/weighted/5163.csv,NA,NA
/networks/mangal/weighted/5163.csv,NA,NA
/networks/mangal/weighted/5163.csv,NA,NA
/networks/mangal/weighted/5163.csv,NA,NA
/networks/mangal/weighted/5177.csv,NA,NA
/networks/mangal/weighted/5177.csv,NA,NA
/networks/mangal/weighted/5177.csv,NA,NA
/networks/mangal/weighted/5177.csv,NA,NA
/networks/mangal/weighted/5177.csv,NA,NA
/networks/mangal/weighted/5188.csv,NA,NA
/networks/mangal/weighted/5188.csv,hydrophyllum_capitatum,NA
/networks/mangal/weighted/5188.csv,androsace_septentrionalis,NA
/networks/mangal/weighted/5188.csv,NA,NA
/networks/mangal/weighted/5188.csv,viola_praemorsa,NA
/networks/mangal/weighted/5198.csv,NA,NA
/networks/mangal/weighted/5198.csv,NA,NA
/networks/mangal/weighted/5198.csv,NA,NA
/networks/mangal/weighted/5198.csv,NA,NA
/networks/mangal/weighted/5198.csv,NA,NA
/networks/mangal/weighted/5198.csv,NA,NA
/networks/mangal/weighted/5198.csv,NA,NA
/networks/mangal/weighted/5198.csv,NA,NA
/networks/mangal/weighted/5198.csv,NA,NA
/networks/mangal/weighted/5173.csv,NA,NA
/networks/mangal/weighted/5173.csv,NA,NA
/networks/mangal/weighted/5173.csv,NA,NA
/networks/mangal/weighted/5173.csv,NA,NA
/networks/mangal/weighted/5173.csv,NA,NA
/networks/mangal/weighted/5173.csv,NA,NA
/networks/mangal/weighted/5173.csv,NA,NA
/networks/mangal/weighted/5173.csv,NA,NA
/networks/mangal/weighted/19.csv,NA,NA
/networks/mangal/weighted/19.csv,NA,NA
/networks/mangal/weighted/19.csv,NA,NA
/networks/mangal/weighted/19.csv,NA,NA
/networks/mangal/weighted/19.csv,NA,NA
/networks/mangal/weighted/19.csv,NA,NA
/networks/mangal/weighted/19.csv,NA,NA
/networks/mangal/weighted/19.csv,NA,NA
/networks/mangal/weighted/19.csv,NA,NA
/networks/mangal/weighted/19.csv,NA,NA
/networks/mangal/weighted/19.csv,NA,NA
/networks/mangal/weighted/5167.csv,NA,NA
/networks/mangal/weighted/5167.csv,NA,NA
/networks/mangal/weighted/5167.csv,NA,NA
/networks/mangal/weighted/5166.csv,NA,NA
/networks/mangal/weighted/5166.csv,NA,NA
/networks/mangal/weighted/5172.csv,NA,NA
/networks/mangal/weighted/5172.csv,NA,NA
/networks/mangal/weighted/5172.csv,NA,NA
/networks/mangal/weighted/5172.csv,NA,NA
/networks/mangal/weighted/5172.csv,NA,NA
/networks/mangal/weighted/5199.csv,NA,NA
/networks/mangal/weighted/5199.csv,NA,NA
/networks/mangal/weighted/5199.csv,NA,NA
/networks/mangal/weighted/5199.csv,NA,NA
/networks/mangal/weighted/5199.csv,NA,NA
/networks/mangal/weighted/5158.csv,NA,NA
/networks/mangal/weighted/5158.csv,NA,NA
/networks/mangal/weighted/5158.csv,NA,NA
/networks/mangal/weighted/5164.csv,NA,NA
/networks/mangal/weighted/5164.csv,NA,NA
/networks/mangal/weighted/5164.csv,NA,NA
/networks/mangal/weighted/5164.csv,NA,NA
/networks/mangal/weighted/5164.csv,NA,NA
/networks/mangal/weighted/5164.csv,NA,NA
/networks/mangal/weighted/5164.csv,NA,NA
/networks/mangal/weighted/5170.csv,NA,NA
/networks/mangal/weighted/5171.csv,NA,NA
/networks/mangal/weighted/5171.csv,NA,NA
/networks/mangal/weighted/5171.csv,NA,NA
/networks/mangal/weighted/5171.csv,NA,NA
/networks/mangal/weighted/5165.csv,NA,NA
/networks/mangal/weighted/5165.csv,NA,NA
/networks/mangal/weighted/5165.csv,NA,NA
/networks/mangal/weighted/5165.csv,NA,NA
/networks/mangal/weighted/5165.csv,NA,NA
/networks/mangal/weighted/5165.csv,NA,NA
/networks/mangal/weighted/5159.csv,NA,NA
/networks/mangal/weighted/5159.csv,NA,NA
/networks/mangal/weighted/5159.csv,NA,NA
/networks/mangal/weighted/5020.csv,NA,NA
/networks/mangal/weighted/5020.csv,NA,NA
/networks/mangal/weighted/5020.csv,NA,NA
/networks/mangal/weighted/5183.csv,NA,NA
/networks/mangal/weighted/5183.csv,NA,NA
/networks/mangal/weighted/5183.csv,NA,NA
/networks/mangal/weighted/5183.csv,NA,NA
/networks/mangal/weighted/5183.csv,NA,NA
/networks/mangal/weighted/5183.csv,NA,NA
/networks/mangal/weighted/5197.csv,potentilla_hippiana,NA
/networks/mangal/weighted/5197.csv,NA,NA
/networks/mangal/weighted/5197.csv,NA,NA
/networks/mangal/weighted/5197.csv,heliomeris_multiflora,NA
/networks/mangal/weighted/5197.csv,heterotheca_villosa,NA
/networks/mangal/weighted/5197.csv,NA,NA
/networks/mangal/weighted/5197.csv,achillea_millefolium,NA
/networks/mangal/weighted/5197.csv,NA,NA
/networks/mangal/weighted/5197.csv,NA,NA
/networks/mangal/weighted/5140.csv,NA,NA
/networks/mangal/weighted/5140.csv,NA,NA
/networks/mangal/weighted/5140.csv,NA,NA
/networks/mangal/weighted/5140.csv,NA,NA
/networks/mangal/weighted/5154.csv,NA,NA
/networks/mangal/weighted/5154.csv,NA,NA
/networks/mangal/weighted/5154.csv,NA,NA
/networks/mangal/weighted/5154.csv,NA,NA
/networks/mangal/weighted/5168.csv,NA,NA
/networks/mangal/weighted/5168.csv,NA,NA
/networks/mangal/weighted/5169.csv,heliomeris_multiflora,NA
/networks/mangal/weighted/5169.csv,heterotheca_villosa,NA
/networks/mangal/weighted/5141.csv,NA,NA
/networks/mangal/weighted/5141.csv,NA,NA
/networks/mangal/weighted/5141.csv,NA,NA
/networks/mangal/weighted/5141.csv,NA,NA
/networks/mangal/weighted/5196.csv,NA,NA
/networks/mangal/weighted/5196.csv,NA,NA
/networks/mangal/weighted/5196.csv,NA,NA
/networks/mangal/weighted/5196.csv,NA,NA
/networks/mangal/weighted/5196.csv,NA,NA
/networks/mangal/weighted/5196.csv,NA,NA
/networks/mangal/weighted/5196.csv,NA,NA
/networks/mangal/weighted/5196.csv,NA,NA
/networks/mangal/weighted/5196.csv,NA,NA
/networks/mangal/weighted/5196.csv,NA,NA
/networks/mangal/weighted/5196.csv,NA,NA
/networks/mangal/weighted/5182.csv,NA,NA
/networks/mangal/weighted/5182.csv,NA,NA
/networks/mangal/weighted/5182.csv,NA,NA
/networks/mangal/weighted/5182.csv,NA,NA
/networks/mangal/weighted/5182.csv,NA,NA
/networks/mangal/weighted/5182.csv,senecio_integerrimus,NA
/networks/mangal/weighted/5182.csv,NA,NA
/networks/mangal/weighted/5182.csv,NA,NA
/networks/mangal/weighted/5182.csv,NA,NA
/networks/mangal/weighted/5182.csv,NA,NA
/networks/mangal/weighted/5021.csv,sonchus tenerrinus,NA
/networks/mangal/weighted/5023.csv,NA,NA
/networks/mangal/weighted/935.csv,NA,NA
/networks/mangal/weighted/5194.csv,NA,NA
/networks/mangal/weighted/5194.csv,senecio_integerrimus,NA
/networks/mangal/weighted/5194.csv,NA,NA
/networks/mangal/weighted/5194.csv,NA,NA
/networks/mangal/weighted/5194.csv,NA,NA
/networks/mangal/weighted/5194.csv,NA,NA
/networks/mangal/weighted/5194.csv,NA,NA
/networks/mangal/weighted/5194.csv,NA,NA
/networks/mangal/weighted/5180.csv,heterotheca_villosa,NA
/networks/mangal/weighted/5180.csv,potentilla_gracilis,NA
/networks/mangal/weighted/5180.csv,NA,NA
/networks/mangal/weighted/5180.csv,NA,NA
/networks/mangal/weighted/5180.csv,erigeron_speciosus,NA
/networks/mangal/weighted/5180.csv,potentilla_hippiana,NA
/networks/mangal/weighted/5180.csv,NA,NA
/networks/mangal/weighted/5180.csv,NA,NA
/networks/mangal/weighted/5180.csv,arenaria_congesta,NA
/networks/mangal/weighted/5180.csv,NA,NA
/networks/mangal/weighted/5180.csv,NA,NA
/networks/mangal/weighted/5180.csv,senecio_integerrimus,NA
/networks/mangal/weighted/5157.csv,NA,NA
/networks/mangal/weighted/5157.csv,NA,NA
/networks/mangal/weighted/5157.csv,NA,NA
/networks/mangal/weighted/5157.csv,NA,NA
/networks/mangal/weighted/5157.csv,NA,NA
/networks/mangal/weighted/5143.csv,NA,NA
/networks/mangal/weighted/5143.csv,NA,NA
/networks/mangal/weighted/15.csv,NA,NA
/networks/mangal/weighted/15.csv,NA,NA
/networks/mangal/weighted/15.csv,NA,NA
/networks/mangal/weighted/15.csv,NA,NA
/networks/mangal/weighted/15.csv,NA,NA
/networks/mangal/weighted/5142.csv,NA,NA
/networks/mangal/weighted/5142.csv,NA,NA
/networks/mangal/weighted/5142.csv,NA,NA
/networks/mangal/weighted/5142.csv,NA,NA
/networks/mangal/weighted/5142.csv,NA,NA
/networks/mangal/weighted/5142.csv,NA,NA
/networks/mangal/weighted/5181.csv,NA,NA
/networks/mangal/weighted/5181.csv,NA,NA
/networks/mangal/weighted/5181.csv,NA,NA
/networks/mangal/weighted/5181.csv,NA,NA
/networks/mangal/weighted/5181.csv,NA,NA
/networks/mangal/weighted/5181.csv,NA,NA
/networks/mangal/weighted/5181.csv,NA,NA
/networks/mangal/weighted/5181.csv,NA,NA
/networks/mangal/weighted/5181.csv,NA,NA
/networks/mangal/weighted/5181.csv,NA,NA
/networks/mangal/weighted/5181.csv,NA,NA
/networks/mangal/weighted/5195.csv,potentilla_hippiana,NA
/networks/mangal/weighted/5195.csv,campanula_rotundifolia,NA
/networks/mangal/weighted/5195.csv,heterotheca_villosa,NA
/networks/mangal/weighted/5195.csv,NA,NA
/networks/mangal/weighted/5195.csv,erigeron_speciosus,NA
/networks/mangal/weighted/5195.csv,arenaria_congesta,NA
/networks/mangal/weighted/5195.csv,senecio_integerrimus,NA
/networks/mangal/weighted/5195.csv,potentilla_gracilis,NA
/networks/mangal/weighted/5195.csv,NA,NA
/networks/mangal/weighted/5195.csv,achillea_millefolium,NA
/networks/mangal/weighted/5022.csv,NA,NA
/networks/mangal/weighted/5022.csv,NA,NA
/networks/mangal/weighted/908.csv,NA,NA
/networks/mangal/weighted/5026.csv,NA,NA
/networks/mangal/weighted/5026.csv,NA,NA
/networks/mangal/weighted/5026.csv,NA,NA
/networks/mangal/weighted/5191.csv,NA,NA
/networks/mangal/weighted/5191.csv,NA,NA
/networks/mangal/weighted/5191.csv,NA,NA
/networks/mangal/weighted/5191.csv,potentilla_hippiana,NA
/networks/mangal/weighted/5191.csv,NA,NA
/networks/mangal/weighted/5191.csv,NA,NA
/networks/mangal/weighted/5185.csv,heliomeris_multiflora,NA
/networks/mangal/weighted/5185.csv,heterotheca_villosa,NA
/networks/mangal/weighted/5152.csv,NA,NA
/networks/mangal/weighted/5152.csv,NA,NA
/networks/mangal/weighted/5152.csv,NA,NA
/networks/mangal/weighted/5152.csv,NA,NA
/networks/mangal/weighted/5146.csv,NA,NA
/networks/mangal/weighted/5146.csv,NA,NA
/networks/mangal/weighted/5146.csv,NA,NA
/networks/mangal/weighted/5146.csv,NA,NA
/networks/mangal/weighted/5146.csv,NA,NA
/networks/mangal/weighted/5146.csv,NA,NA
/networks/mangal/weighted/5146.csv,NA,NA
/networks/mangal/weighted/5146.csv,NA,NA
/networks/mangal/weighted/5146.csv,NA,NA
/networks/mangal/weighted/5146.csv,NA,NA
/networks/mangal/weighted/5146.csv,NA,NA
/networks/mangal/weighted/5147.csv,NA,NA
/networks/mangal/weighted/5147.csv,NA,NA
/networks/mangal/weighted/5147.csv,NA,NA
/networks/mangal/weighted/5147.csv,NA,NA
/networks/mangal/weighted/5147.csv,NA,NA
/networks/mangal/weighted/5147.csv,NA,NA
/networks/mangal/weighted/5153.csv,NA,NA
/networks/mangal/weighted/5153.csv,NA,NA
/networks/mangal/weighted/5153.csv,NA,NA
/networks/mangal/weighted/5184.csv,NA,NA
/networks/mangal/weighted/5184.csv,NA,NA
/networks/mangal/weighted/5184.csv,NA,NA
/networks/mangal/weighted/5184.csv,NA,NA
/networks/mangal/weighted/5184.csv,NA,NA
/networks/mangal/weighted/5190.csv,NA,NA
/networks/mangal/weighted/5190.csv,NA,NA
/networks/mangal/weighted/5190.csv,NA,NA
/networks/mangal/weighted/5190.csv,NA,NA
/networks/mangal/weighted/5190.csv,NA,NA
/networks/mangal/weighted/5190.csv,NA,NA
/networks/mangal/weighted/5019.csv,NA,NA
/networks/mangal/weighted/5019.csv,NA,NA
/networks/mangal/weighted/5025.csv,NA,NA
/networks/mangal/weighted/5025.csv,NA,NA
/networks/mangal/weighted/5186.csv,NA,NA
/networks/mangal/weighted/5186.csv,NA,NA
/networks/mangal/weighted/5192.csv,NA,NA
/networks/mangal/weighted/5192.csv,NA,NA
/networks/mangal/weighted/5192.csv,NA,NA
/networks/mangal/weighted/5192.csv,potentilla_hippiana,NA
/networks/mangal/weighted/5179.csv,NA,NA
/networks/mangal/weighted/5179.csv,NA,NA
/networks/mangal/weighted/5179.csv,NA,NA
/networks/mangal/weighted/5179.csv,NA,NA
/networks/mangal/weighted/5179.csv,NA,NA
/networks/mangal/weighted/5179.csv,arenaria_congesta,NA
/networks/mangal/weighted/5179.csv,NA,NA
/networks/mangal/weighted/5179.csv,heterotheca_villosa,NA
/networks/mangal/weighted/5179.csv,potentilla_gracilis,NA
/networks/mangal/weighted/5179.csv,senecio_integerrimus,NA
/networks/mangal/weighted/5179.csv,NA,NA
/networks/mangal/weighted/5145.csv,NA,NA
/networks/mangal/weighted/5145.csv,NA,NA
/networks/mangal/weighted/5145.csv,senecio_integerrimus,NA
/networks/mangal/weighted/5145.csv,NA,NA
/networks/mangal/weighted/5151.csv,NA,NA
/networks/mangal/weighted/5151.csv,NA,NA
/networks/mangal/weighted/5151.csv,NA,NA
/networks/mangal/weighted/5150.csv,NA,NA
/networks/mangal/weighted/5150.csv,NA,NA
/networks/mangal/weighted/5150.csv,NA,NA
/networks/mangal/weighted/5150.csv,NA,NA
/networks/mangal/weighted/5150.csv,NA,NA
/networks/mangal/weighted/5144.csv,NA,NA
/networks/mangal/weighted/5144.csv,senecio_integerrimus,NA
/networks/mangal/weighted/5144.csv,NA,NA
/networks/mangal/weighted/5144.csv,potentilla_gracilis,NA
/networks/mangal/weighted/5144.csv,vicia_americana,NA
/networks/mangal/weighted/5144.csv,NA,NA
/networks/mangal/weighted/5144.csv,NA,NA
/networks/mangal/weighted/5144.csv,NA,NA
/networks/mangal/weighted/5178.csv,NA,NA
/networks/mangal/weighted/5178.csv,NA,NA
/networks/mangal/weighted/5178.csv,NA,NA
/networks/mangal/weighted/5178.csv,NA,NA
/networks/mangal/weighted/5178.csv,NA,NA
/networks/mangal/weighted/5178.csv,NA,NA
/networks/mangal/weighted/5178.csv,NA,NA
/networks/mangal/weighted/5178.csv,NA,NA
/networks/mangal/weighted/5178.csv,NA,NA
/networks/mangal/weighted/5193.csv,NA,NA
/networks/mangal/weighted/5193.csv,NA,NA
/networks/mangal/weighted/5193.csv,NA,NA
/networks/mangal/weighted/5193.csv,NA,NA
/networks/mangal/weighted/5187.csv,NA,NA
/networks/mangal/weighted/5187.csv,NA,NA
/networks/mangal/weighted/5187.csv,NA,NA
/networks/mangal/weighted/5187.csv,NA,NA
/networks/mangal/weighted/5024.csv,NA,NA
/networks/mangal/weighted/5123.csv,NA,NA
/networks/mangal/weighted/5123.csv,NA,NA
/networks/mangal/weighted/5123.csv,NA,NA
/networks/mangal/weighted/5137.csv,NA,NA
/networks/mangal/weighted/5137.csv,NA,NA
/networks/mangal/weighted/5137.csv,NA,NA
/networks/mangal/weighted/5137.csv,NA,NA
/networks/mangal/weighted/5137.csv,NA,NA
/networks/mangal/weighted/5136.csv,NA,NA
/networks/mangal/weighted/5136.csv,NA,NA
/networks/mangal/weighted/5136.csv,NA,NA
/networks/mangal/weighted/5136.csv,NA,NA
/networks/mangal/weighted/5134.csv,NA,NA
/networks/mangal/weighted/5134.csv,NA,NA
/networks/mangal/weighted/5134.csv,NA,NA
/networks/mangal/weighted/5134.csv,NA,NA
/networks/mangal/weighted/5134.csv,NA,NA
/networks/mangal/weighted/5135.csv,NA,NA
/networks/mangal/weighted/5135.csv,NA,NA
/networks/mangal/weighted/5135.csv,NA,NA
/networks/mangal/weighted/5135.csv,NA,NA
/networks/mangal/weighted/5131.csv,NA,NA
/networks/mangal/weighted/5131.csv,NA,NA
/networks/mangal/weighted/5131.csv,NA,NA
/networks/mangal/weighted/5131.csv,NA,NA
/networks/mangal/weighted/5131.csv,NA,NA
/networks/mangal/weighted/5125.csv,NA,NA
/networks/mangal/weighted/5125.csv,NA,NA
/networks/mangal/weighted/5125.csv,NA,NA
/networks/mangal/weighted/5125.csv,NA,NA
/networks/mangal/weighted/5125.csv,NA,NA
/networks/mangal/weighted/5124.csv,NA,NA
/networks/mangal/weighted/5124.csv,NA,NA
/networks/mangal/weighted/5124.csv,NA,NA
/networks/mangal/weighted/5124.csv,NA,NA
/networks/mangal/weighted/5124.csv,NA,NA
/networks/mangal/weighted/5130.csv,NA,NA
/networks/mangal/weighted/5130.csv,NA,NA
/networks/mangal/weighted/5130.csv,NA,NA
/networks/mangal/weighted/5130.csv,NA,NA
/networks/mangal/weighted/5130.csv,NA,NA
/networks/mangal/weighted/5130.csv,NA,NA
/networks/mangal/weighted/5126.csv,NA,NA
/networks/mangal/weighted/5126.csv,NA,NA
/networks/mangal/weighted/5126.csv,NA,NA
/networks/mangal/weighted/5126.csv,NA,NA
/networks/mangal/weighted/5132.csv,NA,NA
/networks/mangal/weighted/5132.csv,NA,NA
/networks/mangal/weighted/5132.csv,NA,NA
/networks/mangal/weighted/2462.csv,NA,NA
/networks/mangal/weighted/2462.csv,NA,NA
/networks/mangal/weighted/2462.csv,NA,NA
/networks/mangal/weighted/2462.csv,NA,NA
/networks/mangal/weighted/2462.csv,NA,NA
/networks/mangal/weighted/2462.csv,NA,NA
/networks/mangal/weighted/2462.csv,NA,NA
/networks/mangal/weighted/2462.csv,NA,NA
/networks/mangal/weighted/5133.csv,NA,NA
/networks/mangal/weighted/5133.csv,NA,NA
/networks/mangal/weighted/5133.csv,NA,NA
/networks/mangal/weighted/5133.csv,NA,NA
/networks/mangal/weighted/5133.csv,NA,NA
/networks/mangal/weighted/5133.csv,NA,NA
/networks/mangal/weighted/5127.csv,NA,NA
/networks/mangal/weighted/5127.csv,NA,NA
/networks/mangal/weighted/5127.csv,NA,NA
/networks/mangal/weighted/945.csv,NA,NA
/networks/mangal/binary/949.csv,NA,NA
/networks/mangal/binary/949.csv,NA,NA
/networks/mangal/binary/949.csv,NA,NA
/networks/mangal/binary/949.csv,NA,NA
/networks/mangal/binary/949.csv,NA,NA
/networks/mangal/binary/1677.csv,NA,NA
/networks/mangal/binary/1677.csv,NA,NA
/networks/mangal/binary/1677.csv,NA,NA
/networks/mangal/binary/1676.csv,NA,NA
/networks/mangal/binary/1676.csv,NA,NA
/networks/mangal/binary/1676.csv,NA,NA
/networks/mangal/binary/1676.csv,NA,NA
/networks/mangal/binary/1676.csv,NA,NA
/networks/mangal/binary/1676.csv,NA,NA
/networks/mangal/binary/1675.csv,NA,NA
/networks/mangal/binary/1675.csv,NA,NA
/networks/mangal/binary/1675.csv,NA,NA
/networks/mangal/binary/1675.csv,NA,NA
/networks/mangal/binary/938.csv,NA,NA
/networks/mangal/binary/938.csv,NA,NA
/networks/mangal/binary/938.csv,NA,NA
/networks/mangal/binary/955.csv,NA,NA
/networks/mangal/binary/955.csv,NA,NA
/networks/mangal/binary/955.csv,NA,NA
/networks/mangal/binary/940.csv,NA,NA
/networks/mangal/binary/940.csv,NA,NA
/networks/mangal/binary/940.csv,NA,NA
/networks/mangal/binary/940.csv,NA,NA
/networks/mangal/binary/940.csv,NA,NA
/networks/mangal/binary/950.csv,NA,NA
